,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
1645,Edwin McCain,Misguided Roses,I'll Be,5K7AMlpc4796JRWXb26nCV,0.371,0.609,11,-5.524,1,0.0295,0.386,0,0.104,0.426,136.526,266533,3,5.0
1646,Lonestar,Playlist: The Very Best Of Lonestar,My Front Porch Looking In,2CVJECHIdpe8otFH0XFI4F,0.529,0.811,5,-5.62,1,0.0511,0.0317,0,0.311,0.454,102.703,223573,4,19.0
1647,Rascal Flatts,Feels Like Today,Bless The Broken Road,4YjjNHtEsTX6Af4mCTupT5,0.591,0.45,0,-6.369,1,0.0266,0.671,2.23e-05,0.159,0.344,135.893,226680,4,16.0
1648,Lynyrd Skynyrd,Pronounced' Leh-'Nerd 'Skin-'Nerd,Free Bird,5EWPGh7jbTNO2wakv8LjUI,0.249,0.834,0,-8.21,1,0.0577,0.0738,9.48e-05,0.0924,0.338,118.223,547107,4,10.0
1649,Tim McGraw,Number One Hits,Live Like You Were Dying,5uaTGZyDMK1iZ9eW1qeBEX,0.416,0.546,7,-7.728,1,0.0297,0.492,0,0.0845,0.418,159.929,300333,4,1.0
1650,Rascal Flatts,Me And My Gang,My Wish,6Gfmj0HbpvxTdW0sdlzTDU,0.548,0.769,4,-4.853,1,0.0312,0.0307,5.53e-06,0.0867,0.388,135.712,248280,4,10.0
1651,Lady A,Lady Antebellum,I Run To You,2YVCkTYJpv5jelYrHYoEG8,0.655,0.786,3,-4.451,1,0.034,0.163,5.99e-05,0.124,0.378,113.964,256013,4,10.0
1652,Zac Brown Band,Uncaged,Day That I Die (feat. Amos Lee),3ceKgvL552YX6TRd8czbIA,0.615,0.613,3,-5.233,1,0.0329,0.289,0,0.122,0.517,153.783,292747,4,1.0
1653,Keith Urban,Greatest Hits,Days Go By,6MMAUZfcDKtjbljNowTCuf,0.587,0.895,2,-3.166,1,0.0355,0.0594,0,0.141,0.73,131.962,229533,4,3.0
1654,Rascal Flatts,Unstoppable,Summer Nights,2F08d4KocfOdWhn7aK3gDI,0.541,0.895,2,-4.884,1,0.0367,0.0163,0,0.571,0.657,102.078,242027,4,7.0
1655,Rascal Flatts,Melt,Mayberry,04rZkq3ihHmGNfKPgBiTX1,0.635,0.852,11,-4.243,1,0.0375,0.302,0,0.149,0.351,88.028,272987,4,19.0
1656,Rascal Flatts,Melt,Love You Out Loud,2WsWOqZk5YKJD1WTGKihRp,0.621,0.874,8,-2.823,1,0.0338,0.151,0,0.287,0.712,97.079,185493,4,8.0
1657,Rascal Flatts,Me And My Gang,Backwards,2Q8SDquWsdCfxlkMO3YECO,0.64,0.929,7,-4.379,1,0.0808,0.29,0,0.229,0.572,122.759,228760,4,8.0
1658,Faith Hill,Fireflies,Mississippi Girl,79YeQbd1p7MsuT7wHQLRYY,0.499,0.765,9,-4.148,1,0.0521,0.113,0,0.0509,0.665,83.916,232707,4,8.0
1659,Various Artists,"R&B - 100 Hits - The Greatest R n B album - 100 R & B Classics featuring Usher, Pitbull and Justin Timberlake",The World's Greatest,6QeMRyd3BmSfJbaNay3dpe,0.661,0.604,11,-6.436,0,0.0358,0.248,0,0.0469,0.721,95.971,277600,4,14.0
1660,Drake,Scorpion,God's Plan,6DCZcSspjsKoFjzjrWoCdn,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973,4,7.0
1661,Ayo & Teo,Rolex,Rolex,0pSBuHjILhNEo55xK1zrRt,0.804,0.886,1,-2.512,1,0.04,0.0837,0,0.266,0.789,144.946,238587,4,3.0
1662,Roy Purdy,Pink and Green,Pink and Green,1UZlnzG10o4rE7wM8HUqVh,0.944,0.624,2,-3.983,1,0.111,0.0386,0,0.147,0.223,138.993,156259,4,3.0
1663,Drake,Views,One Dance,1zi7xx7UVEFkmKfv06H8x0,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,173987,4,3.0
1664,Moon Taxi,Let The Record Play,Two High,5huOzlgCK7PsMSG4TFBvKY,0.68,0.735,11,-5.553,0,0.0482,0.0505,0.00132,0.109,0.523,106.994,213120,4,14.0
1665,Zedd,The Middle,The Middle,09IStsImFySgyp0pIQdqAc,0.753,0.657,7,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01,184732,4,8.0
1666,Post Malone,Stoney (Deluxe),I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,0.556,0.538,8,-5.408,0,0.0382,0.0689,0,0.196,0.291,143.95,223347,4,13.0
1667,Walker Hayes,boom.,Craig,6YmWSu43kuuKGoYYgHrb1r,0.493,0.532,0,-10.561,1,0.239,0.306,0,0.347,0.561,83.668,190107,4,0.0
1668,Maroon 5,Songs About Jane: 10th Anniversary Edition,This Love,6ECp64rv50XVz93WvxXMGF,0.712,0.862,5,-4.612,0,0.0378,0.0525,0,0.093,0.809,95.051,206200,4,14.0
1669,Bryce Vine,Lazy Fair,Sour Patch Kids,1Pyxh8ERS8aouSSOQVvVsz,0.483,0.777,4,-5.049,1,0.0618,0.017,1.94e-05,0.209,0.572,153.054,252560,4,1.0
1670,Thomas Rhett,Tangled Up (Deluxe),I Feel Good,1qH2p20N5CoKD29xDzFVZ7,0.836,0.584,3,-7.228,0,0.0366,0.00758,0,0.064,0.965,106.97,195427,4,14.0
1671,Axwell /\ Ingrosso,More Than You Know,More Than You Know,6h5PAsRni4IRlxWr6uDPTP,0.646,0.741,5,-4.973,0,0.034,0.0275,0,0.312,0.571,123.077,203000,4,17.0
1672,Edward Sharpe & The Magnetic Zeros,Up From Below,Home,0cBPuDA3xUjR4Vh9o7CKy8,0.541,0.591,2,-6.688,1,0.0336,0.289,0.000431,0.124,0.116,111.676,306320,4,10.0
1673,JP Cooper,Raised Under Grey Skies (Deluxe),September Song,0zbzrhfVS9S2TszW3wLQZ7,0.614,0.615,0,-6.7,0,0.0444,0.054,0,0.0921,0.374,95.941,220291,4,17.0
1674,Wrabel,11 Blocks,11 Blocks,7nZBRPj89rgeZ5eBLp2J7P,0.553,0.711,0,-4.275,1,0.0378,0.0216,0,0.142,0.293,99.515,222213,4,10.0
1675,Robin Thicke,Blurred Lines (Deluxe),Blurred Lines,0n4bITAu0Y0nigrz3MFJMb,0.853,0.599,7,-4.756,1,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,263827,4,8.0
1676,The Rembrandts,Greatest Hits,I'll Be There for You (Theme from Friends) - Single Version,5SlKhhXtzd3Cj74HYmHZNz,0.164,0.919,9,-5.834,1,0.149,0.0707,2.25e-06,0.158,0.662,190.182,189573,4,1.0
1677,Andy Grammer,The Good Parts,Give Love (feat. LunchMoney Lewis),7mgszK6XFiihnQ7kfrie8N,0.731,0.804,1,-5.235,1,0.245,0.0826,0,0.145,0.611,166.158,207315,4,0.0
1678,Sir Rosevelt,Sir Rosevelt,Something 'Bout You,2VdKelTyQHxQKyeTbimoHS,0.692,0.692,2,-6.065,1,0.0818,0.189,0,0.0884,0.75,153.255,160107,4,3.0
1679,WALK THE MOON,What If Nothing,One Foot,0iQ77tSa7ncj7zBPtVx6cU,0.582,0.822,0,-4.861,1,0.0365,0.00749,2.09e-06,0.818,0.471,100.025,261373,4,7.0
1680,Zac Brown Band,The Foundation,Toes,4S518ci8UY4op0Xyp6Hx6o,0.801,0.759,11,-5.398,1,0.0378,0.657,0,0.0897,0.821,129.971,262773,4,8.0
1681,Jake Owen,Days of Gold,Beachin',5dNGORzxFb5z3v7vSAFkTU,0.527,0.902,6,-5.352,1,0.0601,0.344,4.63e-05,0.0669,0.709,181.964,191040,4,1.0
1682,KYLE,Doubt It,Doubt It,26PuuuOngXVqnbnsvnOFUe,0.56,0.776,3,-6.549,0,0.564,0.508,0,0.0994,0.763,71.251,218371,4,0.0
1683,Post Malone,beerbongs & bentleys,Psycho (feat. Ty Dolla $ign),3swc6WTsr7rl9DqQKQA55C,0.75,0.56,8,-8.094,1,0.105,0.546,0,0.111,0.459,140.06,221440,4,16.0
1684,Post Malone,beerbongs & bentleys,rockstar (feat. 21 Savage),0e7ipj03S05BNilyu5bRzt,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,218147,4,4.0
1685,Post Malone,beerbongs & bentleys,Candy Paint,32lItqlMi4LBhb4k0BaSaC,0.664,0.667,4,-5.941,1,0.154,0.64,1.22e-06,0.0753,0.381,180.064,227533,4,1.0
1686,AJR,The Click (Deluxe Edition),Burn the House Down,4u8Gkqyg87iGSW3hQbbnQZ,0.454,0.66,0,-4.357,1,0.168,0.0364,0,0.181,0.568,184.353,212689,4,1.0
1687,Camila Cabello,Camila,Havana (feat. Young Thug),1rfofaqEpACxVEHIZBJe6W,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,217307,4,3.0
1688,AJR,The Click,Sober Up (feat. Rivers Cuomo),7bXvOMQ3UrcTS1dO9Ppzsg,0.647,0.616,5,-4.948,1,0.0272,0.277,0,0.0816,0.79,93.019,218760,4,8.0
1689,AJR,Let the Games Begin,Let the Games Begin,2pwnEzgIzYL4AOw4ousjkB,0.664,0.698,10,-5.084,1,0.067,0.127,0,0.118,0.573,135.023,201004,4,8.0
1690,AJR,The Click,Come Hang Out,0BXgcEJSZaTE2g5fjVsppr,0.609,0.73,7,-4.669,0,0.0668,0.00451,0,0.0482,0.414,91.215,266267,4,13.0
1691,AJR,The Click,I'm Not Famous,2phl4xGeVfWAzEEAJiesVV,0.636,0.855,5,-4.19,1,0.0593,0.00134,0,0.31,0.649,95.119,220453,4,8.0
1692,AJR,The Click,Drama,0A9hK4eLHKyvoRq0aOrDbG,0.569,0.683,11,-4.269,0,0.148,0.199,0,0.108,0.634,156.154,204427,4,4.0
1693,Zedd,Stay,Stay,6uBhi9gBXWjanegOb2Phh0,0.69,0.622,5,-5.025,0,0.0622,0.253,0,0.116,0.544,102.04,210091,4,17.0
1694,Zedd,Get Low (with Liam Payne),Get Low (with Liam Payne),2syQ0f4SAQdzvlAewPl1DJ,0.718,0.926,1,-3.511,1,0.0494,0.027,1.76e-05,0.0513,0.54,108.018,204583,4,3.0
1695,The Killers,Hot Fuss,Somebody Told Me,6PwjJ58I4t7Mae9xfZ9l9v,0.497,0.97,10,-4.851,0,0.0836,9.04e-05,0.000674,0.101,0.689,138.081,197200,4,4.0
1696,The Weeknd,The Highlights,Pray For Me,6huNf4dutXRjJyGn7f5BPS,0.732,0.678,2,-4.977,1,0.0886,0.0867,2.41e-05,0.112,0.196,100.626,211421,4,10.0
1697,Moon Taxi,Let The Record Play,Good As Gold,1EM5GHAu3x05YUkF55LYyb,0.595,0.789,11,-4.031,0,0.0398,0.0593,0.000794,0.176,0.437,173.978,192960,4,4.0
1698,Moon Taxi,Let The Record Play,Not Too Late,2FuPPSFmGj4XIJepeHwz7D,0.657,0.693,0,-5.323,1,0.0332,0.0864,9.22e-05,0.137,0.271,120.041,195827,4,10.0
1699,Quinn XCII,The Story of Us,Always Been You,7cWyFwAaxdK2HSRuiRkMjy,0.731,0.588,3,-5.217,1,0.0749,0.334,0,0.278,0.449,80.019,235720,4,3.0
1700,Quinn XCII,The Story of Us,Straightjacket,51LIqkda3pTeECZUhMnool,0.838,0.546,5,-6.811,0,0.295,0.153,0,0.0656,0.745,137.027,206533,4,0.0
1701,Quinn XCII,Change of Scenery,Another Day in Paradise,0cTmZAWgUFAPQXj2ZNgU8T,0.653,0.802,11,-5.308,1,0.0666,0.161,0,0.143,0.56,167.952,255000,5,1.0
1702,Walker Hayes,Why Wait For Summer,Why Wait For Summer - Radio Edit,3H8k8Oo1KTJPyu0ic7letU,0.552,0.881,4,-4.474,1,0.0433,0.291,0,0.328,0.872,106.057,222693,4,3.0
1703,Kendrick Lamar,Black Panther The Album Music From And Inspired By,All The Stars (with SZA),3GCdLUSnKSMJhs4Tj6CV3s,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187,4,8.0
1704,Walker Hayes,"8Tracks, Vol. 2: Break the Internet",Break the Internet - 8Track,1Djpd97nIdTT6elelEaldS,0.651,0.657,10,-8.232,0,0.402,0.533,1.04e-06,0.25,0.67,76.56,174813,4,0.0
1705,Vance Joy,Nation of Two,Lay It on Me,7oekneJCJO74ycdLzdk16v,0.733,0.663,5,-5.766,1,0.0322,0.101,6.98e-06,0.0694,0.53,127.974,215493,4,8.0
1706,Vance Joy,Nation of Two,Saturday Sun,2RiBogNRfulkNf7fVbPOrJ,0.637,0.864,8,-4.381,1,0.0468,0.484,0,0.222,0.706,99.995,214720,4,8.0
1707,Vance Joy,Dream Your Life Away (Special Edition),Georgia,429EttO8gs0bDo2SQfUNSm,0.388,0.66,11,-7.372,1,0.0308,0.312,0.000307,0.0943,0.401,143.554,230507,4,19.0
1708,Vance Joy,Dream Your Life Away (Special Edition),Mess Is Mine,29jtZGdgpE2lWm2mkIt6HS,0.595,0.723,7,-8.256,1,0.0349,0.047,0.0286,0.0995,0.272,108.043,223640,1,5.0
1709,Vance Joy,Nation of Two,We're Going Home,5J7zqPpQkN9JZiaELHNKSL,0.386,0.675,4,-5.481,0,0.0424,0.323,3.68e-06,0.14,0.429,189.894,206360,4,4.0
1710,BlocBoy JB,Look Alive (feat. Drake),Look Alive (feat. Drake),4qKcDkK6siZ7Jp1Jb4m0aL,0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-05,0.105,0.595,140.022,181263,4,0.0
1711,Passenger,The Boy Who Cried Wolf,Simple Song,70HWRkitkAKfos500LBk0T,0.631,0.402,5,-11.125,1,0.0286,0.616,0.0114,0.0892,0.598,78.0,228480,4,16.0
1712,Passenger,Young as the Morning Old as the Sea,Anywhere,5sHlU2ejWIzJDHgSrwSxx6,0.598,0.622,7,-6.948,1,0.0285,0.0959,8.04e-05,0.0934,0.824,104.497,216207,4,8.0
1713,Passenger,The Boy Who Cried Wolf,Sweet Louise,0WTQ3OVvyuD49BfO99Q6y7,0.659,0.338,2,-10.004,1,0.0336,0.664,0.000912,0.108,0.486,70.267,236867,4,16.0
1714,KYLE,Light of Mine,Playinwitme (feat. Kehlani),4F1yvJfQ7gJkrcgFJQDjOr,0.689,0.584,1,-5.768,0,0.119,0.339,0,0.297,0.676,156.572,191680,4,17.0
1715,New Politics,A Bad Girl In Harlem,Tonight You're Perfect,0dkVfwcvkMKNs4L7v7EfRG,0.583,0.719,6,-5.643,1,0.035,0.00184,0.0356,0.0919,0.299,123.999,202107,4,19.0
1716,Cody Simpson,Surfers Paradise (Expanded),La Da Dee,0ccwMrlZONy5yXrirq7lTe,0.657,0.828,5,-5.544,1,0.0728,0.00847,0,0.326,0.566,115.954,196787,4,8.0
1717,Cody Simpson,Surfers Paradise (Expanded),Pretty Brown Eyes,54PUd1iY2N2a5DPb7qnrzj,0.653,0.737,1,-5.446,1,0.0388,0.0181,0,0.136,0.763,99.033,168200,4,3.0
1718,Alicia Keys,As I Am (Expanded Edition),No One,6IwKcFdiRQZOWeYNhUiWIv,0.644,0.549,1,-5.415,0,0.0285,0.0209,8.85e-06,0.134,0.167,90.04,253813,4,17.0
1719,Cody Simpson,The Acoustic Sessions,Wish U Were Here - Acoustic,1kvGyV4fgzwCXxYfZ2ORiy,0.682,0.545,11,-7.981,1,0.0324,0.14,0,0.119,0.592,113.962,216160,4,8.0
1720,Cody Simpson,Surfers Paradise (Expanded),Summertime of Our Lives,0g0wipczs90NRHjFHA6Fg4,0.618,0.504,0,-7.571,1,0.0347,0.274,0,0.105,0.253,138.031,195173,4,10.0
1721,Casonbr0,Falling for You,Falling for You,6z1YsLGfOU1qg3QbsFbMoR,0.739,0.384,5,-15.045,1,0.0352,0.777,3.62e-06,0.0802,0.488,96.034,175047,4,16.0
1722,Brett Dennen,Loverboy,Comeback Kid (That's My Dog),4Jjr9IXCJVWIXOTuXDBNoq,0.469,0.82,0,-5.011,1,0.0454,0.0277,0,0.103,0.867,181.027,205373,4,1.0
1723,Dexys Midnight Runners,Too Rye Ay,Come On Eileen,3MrWxJaD2AT0W9DjWF64Vm,0.45,0.656,2,-7.049,1,0.0472,0.664,3.02e-06,0.259,0.782,106.61,287307,4,16.0
1724,Rob Thomas,The Great Unknown,Hold on Forever,2yARskwKoNDTbL61y3qqjy,0.473,0.859,4,-5.948,1,0.0396,0.194,2.6e-06,0.161,0.787,75.824,215120,4,3.0
1725,Rob Thomas,Little Wonders,Little Wonders - Radio Version,5W04joH7VXgHjdNugoWmOB,0.268,0.765,9,-4.891,1,0.0419,0.0298,0,0.0852,0.262,167.22,225507,4,1.0
1726,Moon Taxi,Daybreaker,All Day All Night,1dv9NZzzUeuMRwqqnsWbyW,0.549,0.946,2,-3.567,1,0.043,0.0155,0.00238,0.109,0.364,105.22,231367,4,10.0
1727,Mipso,Dark Holler Pop,Louise,6iAu1ZHWQT8VmSQWZM40m7,0.631,0.354,10,-10.913,1,0.0324,0.722,1.66e-06,0.171,0.521,89.994,264173,4,16.0
1728,Mipso,Coming Down the Mountain,Coming Down the Mountain,3ogA3HTz2gSGTX8f135LJ5,0.584,0.363,4,-8.402,1,0.027,0.865,0.0859,0.151,0.373,140.142,273959,4,16.0
1729,Imagine Dragons,Evolve,Thunder,1zB4vmk8tFRmM9UULNzbLB,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,187147,4,10.0
1730,Imagine Dragons,Evolve,Believer,0pqnGHJpmpxLKifKRmU6WP,0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949,204347,4,14.0
1731,The Weeknd,"My Dear Melancholy,",Call Out My Name,09mEdoA6zrmBPgTEN5qXmN,0.461,0.593,1,-4.954,1,0.0356,0.17,0,0.307,0.175,134.17,228373,3,5.0
1732,Cody Simpson,Free,Flower,526YVuTYcOYJLXeuobJV2H,0.744,0.621,4,-7.661,1,0.0547,0.43,0.000169,0.114,0.716,77.605,181297,4,16.0
1733,The Fray,The Fray,You Found Me,4IoYz8XqqdowINzfRrFnhi,0.338,0.803,8,-5.412,0,0.0413,0.0187,0,0.136,0.4,151.994,241853,4,4.0
1734,Dan + Shay,Where It All Began,Nothin' Like You,4W38RXuQNuoTSwVsQA1OGC,0.589,0.704,4,-4.772,1,0.0303,0.151,0,0.067,0.437,84.956,186253,4,19.0
1735,William Michael Morgan,Vinyl,Back Seat Driver,2i5PdrTmEo9dsxTeGccYgo,0.664,0.706,11,-7.453,1,0.0451,0.21,6.86e-05,0.127,0.286,100.006,240747,4,19.0
1736,William Michael Morgan,Vinyl,I Met a Girl,4WtkYdCG4n80h08Ep5SmDI,0.512,0.545,2,-10.154,1,0.0294,0.111,0.00177,0.135,0.346,83.94,201533,4,10.0
1737,Tim McGraw,Two Lanes Of Freedom,Southern Girl,7sk4RFtliYFKSgjKnsJg4t,0.731,0.772,7,-4.559,1,0.0258,0.0407,0,0.449,0.928,110.04,255480,4,8.0
1738,Toby Keith,Toby Keith 35 Biggest Hits,My List,3vzmDjQ7E6gzAVg4ecp6XU,0.629,0.737,1,-4.309,0,0.0323,0.332,0,0.147,0.341,87.068,199813,4,17.0
1739,Toby Keith,Toby Keith 35 Biggest Hits,How Do You Like Me Now?!,7LimFGKop84KMDutqYaNIF,0.64,0.835,0,-4.806,1,0.0413,0.0726,3.11e-06,0.132,0.704,109.497,205920,4,3.0
1740,Toby Keith,Toby Keith 35 Biggest Hits,Should've Been A Cowboy,18BajNiyvH6GpYshB0unrm,0.585,0.793,7,-3.713,1,0.0322,0.351,0,0.3,0.732,133.839,208413,4,8.0
1741,Keith Anderson,Three Chord Country and American Rock & Roll,XXL,4B5AboZGPa0rUAxEZCnk0I,0.666,0.916,0,-2.946,1,0.0329,0.0897,0,0.371,0.828,128.516,223693,4,3.0
1742,Rhett Akins,A Thousand Memories,That Ain't My Truck,7riuy1t0Kt3SRgMtFxX0FR,0.64,0.788,7,-9.012,1,0.035,0.232,0,0.144,0.774,128.961,243107,4,8.0
1743,Blake Shelton,Texoma Shore,I Lived It,5slddJ629YcePvqD6Uyk8r,0.557,0.571,10,-8.106,1,0.0281,0.476,0.00114,0.101,0.392,80.981,219600,4,19.0
1744,Rodney Atkins,Take A Back Road,Farmer's Daughter,7uP8EdxzkWALJWz8q0MFAC,0.612,0.791,6,-3.519,1,0.0291,0.224,0,0.112,0.786,133.977,207040,4,8.0
1745,Luke Bryan,Tailgates & Tanlines,Drunk On You,3kv6omImmKEfOVJWjstusF,0.558,0.872,9,-4.401,1,0.0449,0.178,0,0.173,0.472,143.971,213547,4,1.0
1746,Blake Shelton,Based on a True Story... (Deluxe Edition),Sure Be Cool If You Did,5yIiXdLRE85OBiQmCaUenq,0.576,0.726,11,-4.625,1,0.035,0.255,0,0.108,0.582,136.802,215720,4,8.0
1747,Billy Currington,Summer Forever,Don't It,4iLPK8QnOvqm0Azbsk2GDn,0.571,0.826,1,-4.475,1,0.0362,0.0446,0,0.343,0.713,90.966,189000,4,3.0
1748,George Strait,Strait Out Of The Box,Check Yes Or No,6iy4PoAuZBMvtrlDX4VxC7,0.708,0.524,5,-12.644,1,0.0352,0.0551,3.21e-06,0.0371,0.69,111.482,200667,4,8.0
1749,Rascal Flatts,Rewind,Rewind,1W4qAB7PN614dioJw9iCNP,0.549,0.703,3,-6.68,1,0.0348,0.0223,0,0.205,0.717,164.046,204627,4,1.0
1750,Doug Supernaw,Red And Rio Grande,I Don't Call Him Daddy,1lBsIqKGucHrx0cIHj8Si4,0.555,0.437,2,-13.131,1,0.025,0.279,2.5e-06,0.0782,0.517,88.729,227800,4,16.0
1751,Toby Keith,Pull My Chain,I Wanna Talk About Me,3VHevS1BocAcrihLnl11DG,0.765,0.87,5,-5.191,1,0.0499,0.168,0,0.125,0.684,106.06,183960,4,8.0
1752,Alan Jackson,Who I Am Bonus Track,Livin' On Love,45Trq2Z70v2ENMmwjGU8xS,0.725,0.543,9,-9.709,1,0.0273,0.132,3.68e-06,0.0685,0.693,118.56,228827,4,8.0
1753,Tim McGraw,A Place In The Sun,Something Like That,6leiB1fEsTnVCuPiielde5,0.507,0.85,5,-5.679,1,0.0472,0.378,0,0.0567,0.847,171.8,183733,4,1.0
1754,Brad Paisley,Part II,Wrapped Around,20dc1jFEG3azMMyvpHj8La,0.616,0.758,9,-8.43,1,0.0434,0.093,0,0.132,0.447,141.495,202933,3,5.0
1755,Josh Gracin,"Nothin' Like Us, Pt. 1",Nothin' Like Us,79I1s6rpI6QnDoi85QGNDE,0.527,0.856,10,-4.239,1,0.0629,0.00379,0,0.13,0.573,74.972,199242,4,19.0
1756,Tim McGraw,Not A Moment Too Soon,Indian Outlaw,1fYypIR0kaFzaSRbzvtjl9,0.664,0.739,9,-7.229,1,0.0415,0.0364,4.99e-05,0.282,0.759,110.101,182120,4,8.0
1757,Tim McGraw,Not A Moment Too Soon,Down On The Farm,65N3RYCN1DgfY0Zcv5k9kr,0.721,0.735,5,-11.849,0,0.0284,0.115,0,0.0499,0.961,127.575,178867,4,14.0
1758,Waylon Jennings,Nashville Rebel,"Mammas, Don't Let Your Babies Grow Up to Be Cowboys",1gKSpFpX3poa17WIAyFVsp,0.592,0.422,9,-11.549,1,0.0332,0.614,0.0015,0.158,0.536,94.597,153200,3,15.0
1759,Walker McGuire,Walker McGuire,Mysteries of the World,4i03jcO0O06RWfddcDlQoO,0.548,0.742,1,-4.757,1,0.0287,0.108,0,0.0852,0.352,143.966,219293,4,10.0
1760,Chris Cagle,My Life's Been A Country Song,My Life's Been A Country Song,4kxK4hgOGTnHL8Y2tQ9uxu,0.597,0.732,6,-5.746,1,0.0292,0.278,0,0.0999,0.54,133.982,197800,4,8.0
1761,Chris Cagle,My Life's Been A Country Song,Never Ever Gone,3bP9qD6b6531KeUfT8ZaXi,0.596,0.861,0,-4.872,1,0.0303,0.16,0,0.33,0.512,114.941,181023,4,3.0
1762,Jason Aldean,My Kinda Party,Country Boy's World,1fEZauQrdJi6S6Xzvd9dMn,0.566,0.716,7,-5.028,1,0.0304,0.0545,0,0.102,0.492,148.144,246533,4,1.0
1763,Craig Morgan,My Kind Of Livin',Redneck Yacht Club,4etE2X6t7GmyiuYLIdI8H5,0.49,0.817,8,-5.405,1,0.0355,0.455,0,0.0885,0.808,168.115,230373,4,1.0
1764,Brad Paisley,Mud On The Tires,Mud on the Tires,4AQWKGBWTR7fVuUKxi5sKE,0.445,0.744,2,-7.978,1,0.0424,0.343,6.73e-05,0.167,0.48,185.199,208267,4,1.0
1765,Toby Keith,Clancy's Tavern,Made in America,7Lmwj2fe8MpGXypOuLGO2C,0.497,0.701,9,-5.996,1,0.0306,0.0507,0,0.103,0.376,172.126,193133,4,1.0
1766,George Strait,Love Is Everything,I Got A Car,4Fpq4QkR06QRDkujBUk0JY,0.602,0.631,4,-7.371,1,0.033,0.332,0,0.12,0.472,138.389,272267,4,10.0
1767,Love and Theft,Love and Theft,Angel Eyes,63w0QA1wiV7QhF9jeiHETF,0.656,0.696,8,-5.917,1,0.0261,0.0134,0,0.0753,0.966,108.015,186627,4,8.0
1768,Chris Young,Losing Sleep,Hangin' On,6CyJlVAEFlNdpggOLanytL,0.434,0.831,8,-4.774,1,0.0453,0.0651,0,0.119,0.596,156.034,185440,4,1.0
1769,Lonestar,Let's Be Us Again,Mr. Mom,0jSIovJtKxEXH6vI4oRx7I,0.505,0.842,10,-3.316,1,0.0475,0.0576,0,0.111,0.671,172.136,208693,4,1.0
1770,Luke Bryan,Kill The Lights (Deluxe),Kick The Dust Up,5g15o2Sm55Hn9ShK5yEXgp,0.597,0.86,1,-2.315,1,0.0461,0.196,0,0.087,0.818,172.064,190587,4,1.0
1771,John Michael Montgomery,Kickin' It Up,Be My Baby Tonight,7pY4ul6PNtKKHCCQgYVtT7,0.632,0.773,9,-7.956,1,0.0381,0.215,2.7e-05,0.365,0.901,156.88,172200,4,8.0
1772,Justin Moore,Justin Moore,Small Town USA,77zcMjQbFFu3ItPpif4ixl,0.569,0.608,6,-5.99,1,0.0307,0.154,6.39e-06,0.139,0.538,131.814,220320,4,19.0
1773,Thomas Rhett,It Goes Like This,It Goes Like This,2rGgjcjiq1JKRISnDuqlTA,0.542,0.836,11,-6.45,1,0.0597,0.119,0,0.0872,0.526,168.046,187813,4,1.0
1774,Tracy Byrd,I'm From The Country,I'm From The Country - Single Version,5Lwc3DTWzX6JaW2x2PZezt,0.687,0.898,2,-3.93,1,0.042,0.206,0,0.284,0.952,129.542,213973,4,3.0
1775,Chris Young,I'm Comin' Over,You Do the Talkin',4BXH2jK8DaGMhW5xyfxbtc,0.506,0.92,7,-3.982,1,0.0537,0.00182,0,0.26,0.792,156.026,179240,4,1.0
1776,David Nail,I'm A Fire,Whatever She's Got,4PJXT82AZtlDW4Q71b43oz,0.527,0.723,1,-6.134,1,0.0411,0.217,0,0.037,0.888,160.465,236800,4,3.0
1777,Jordan Davis,Home State,Singles You Up,4LiMQ6G9n84rDUBs9wtwz6,0.491,0.907,7,-3.594,1,0.0481,0.0491,0,0.242,0.631,199.943,182667,4,1.0
1778,Florida Georgia Line,Here's To The Good Times,Party People,2lc6qDjqFnAfhE4b1ANcQw,0.48,0.969,1,-2.887,1,0.0448,0.0471,1.03e-06,0.0844,0.833,171.93,220267,4,1.0
1779,Brantley Gilbert,Halfway To Heaven (Deluxe),You Don't Know Her Like I Do,6GR9H9az2e5mC5HVfKIsgw,0.49,0.716,4,-6.681,1,0.0441,0.022,0.00048,0.0591,0.288,74.988,287240,4,19.0
1780,Keith Urban,Greatest Hits,Somebody Like You,0qup7d7G2WffwARHKrqT2x,0.646,0.887,9,-4.452,1,0.0381,0.127,0.000259,0.0698,0.522,110.963,323467,4,8.0
